times,C_5,C_10,C_20,C_30,C_40,C_50,C_60,C_70,C_80,C_90,chi
0.05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3
0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.15,1.910178320086217983485733032809092431690624640540348906591432490978413777650306e-38,4.775445800215536736830702903881827424255983938100952083011616060548184268243832e-38,4.775445800215536736830702903881827424255983938100952083011616060548184268243832e-38,4.775445800215536736830702903881827424255983938100952083011616060548184268243832e-38,4.775445800215536736830702903881827424255983938100952083011616060548184268243832e-38,4.775445800215536736830702903881827424255983938100952083011616060548184268243832e-38,4.775445800215536736830702903881827424255983938100952083011616060548184268243832e-38,4.775445800215536736830702903881827424255983938100952083011616060548184268243832e-38,4.775445800215536736830702903881827424255983938100952083011616060548184268243832e-38,4.775445800215536736830702903881827424255983938100952083011616060548184268243832e-38,6
0.2,4.371943588971363373063057518730958158976718788775744074446235002201383414424654e-38,2.323438052797180523603421731204136725092864212438253750244415594786215128191025e-38,2.323438052797180523603421731204136725092864212438253750244415594786215128191025e-38,2.323438052797180523603421731204136725092864212438253750244415594786215128191025e-38,2.323438052797180523603421731204136725092864212438253750244415594786215128191025e-38,2.323438052797180523603421731204136725092864212438253750244415594786215128191025e-38,2.323438052797180523603421731204136725092864212438253750244415594786215128191025e-38,2.323438052797180523603421731204136725092864212438253750244415594786215128191025e-38,2.323438052797180523603421731204136725092864212438253750244415594786215128191025e-38,2.323438052797180523603421731204136725092864212438253750244415594786215128191025e-38,6
0.25,7.450513358223887225188207770965387194658614562309694329260302124842386002598691e-39,5.120053118562297839009696242532332146554540916942442665974676874991656974061604e-38,5.120053118562297839009696242532332146554540916942442665974676874991656974061604e-38,5.120053118562297839009696242532332146554540916942442665974676874991656974061604e-38,5.120053118562297839009696242532332146554540916942442665974676874991656974061604e-38,5.120053118562297839009696242532332146554540916942442665974676874991656974061604e-38,5.120053118562297839009696242532332146554540916942442665974676874991656974061604e-38,5.120053118562297839009696242532332146554540916942442665974676874991656974061604e-38,5.120053118562297839009696242532332146554540916942442665974676874991656974061604e-38,5.120053118562297839009696242532332146554540916942442665974676874991656974061604e-38,6
0.30000000000000004,8.819716482521834787137372245977737928044470410859693188438078792624156344872537e-39,1.20898314204210938673444400391782024732574573844000350552656089260956526887612e-37,1.20898314204210938673444400391782024732574573844000350552656089260956526887612e-37,1.20898314204210938673444400391782024732574573844000350552656089260956526887612e-37,1.20898314204210938673444400391782024732574573844000350552656089260956526887612e-37,1.20898314204210938673444400391782024732574573844000350552656089260956526887612e-37,1.20898314204210938673444400391782024732574573844000350552656089260956526887612e-37,1.20898314204210938673444400391782024732574573844000350552656089260956526887612e-37,1.20898314204210938673444400391782024732574573844000350552656089260956526887612e-37,1.20898314204210938673444400391782024732574573844000350552656089260956526887612e-37,6
0.35000000000000003,1.324927922226873008723977187853046123100298595076592011183956707687313456573386e-37,4.114230227878007321939292760041784146012386929749915237466912263009108049473378e-38,4.114230227878007321939292760041784146012386929749915237466912263009108049473378e-38,4.114230227878007321939292760041784146012386929749915237466912263009108049473378e-38,4.114230227878007321939292760041784146012386929749915237466912263009108049473378e-38,4.114230227878007321939292760041784146012386929749915237466912263009108049473378e-38,4.114230227878007321939292760041784146012386929749915237466912263009108049473378e-38,4.114230227878007321939292760041784146012386929749915237466912263009108049473378e-38,4.114230227878007321939292760041784146012386929749915237466912263009108049473378e-38,4.114230227878007321939292760041784146012386929749915237466912263009108049473378e-38,7
0.4,1.147026243844327609077787066351112575584730265896178110254561808622618059194967e-37,2.102171904241517316104763451727219515089633384463571672112513234001447080256562e-38,2.102171904241517316104763451727219515089633384463571672112513234001447080256562e-38,2.102171904241517316104763451727219515089633384463571672112513234001447080256562e-38,2.102171904241517316104763451727219515089633384463571672112513234001447080256562e-38,2.102171904241517316104763451727219515089633384463571672112513234001447080256562e-38,2.102171904241517316104763451727219515089633384463571672112513234001447080256562e-38,2.102171904241517316104763451727219515089633384463571672112513234001447080256562e-38,2.102171904241517316104763451727219515089633384463571672112513234001447080256562e-38,2.102171904241517316104763451727219515089633384463571672112513234001447080256562e-38,7
0.45,9.200505327217467755825101321317919118882088973147528855536028403951570708181694e-41,1.403145936220182387725677988490563419884213098696881314057412157197947562558357e-38,1.403145936220182387725677988490563419884213098696881314057412157197947562558357e-38,1.403145936220182387725677988490563419884213098696881314057412157197947562558357e-38,1.403145936220182387725677988490563419884213098696881314057412157197947562558357e-38,1.403145936220182387725677988490563419884213098696881314057412157197947562558357e-38,1.403145936220182387725677988490563419884213098696881314057412157197947562558357e-38,1.403145936220182387725677988490563419884213098696881314057412157197947562558357e-38,1.403145936220182387725677988490563419884213098696881314057412157197947562558357e-38,1.403145936220182387725677988490563419884213098696881314057412157197947562558357e-38,7
0.5,-0.0,3.278950965495899643449373903818292866899807277217287179606804079793167872594104e-38,3.278950965495899643449373903818292866899807277217287179606804079793167872594104e-38,3.278950965495899643449373903818292866899807277217287179606804079793167872594104e-38,3.278950965495899643449373903818292866899807277217287179606804079793167872594104e-38,3.278950965495899643449373903818292866899807277217287179606804079793167872594104e-38,3.278950965495899643449373903818292866899807277217287179606804079793167872594104e-38,3.278950965495899643449373903818292866899807277217287179606804079793167872594104e-38,3.278950965495899643449373903818292866899807277217287179606804079793167872594104e-38,3.278950965495899643449373903818292866899807277217287179606804079793167872594104e-38,8
