times,C_5,C_10,C_20,C_30,C_40,C_50,C_60,C_70,C_80,C_90,chi
0.5499999999999999,1.5541125899531175288652162223246538767795765778600980411283671855926513671875e-11,1.868464915815699200770084611571835432867843800505117158074441362909279855212154e-37,1.868464915815699200770084611571835432867843800505117158074441362909279855212154e-37,1.868464915815699200770084611571835432867843800505117158074441362909279855212154e-37,1.868464915815699200770084611571835432867843800505117158074441362909279855212154e-37,1.868464915815699200770084611571835432867843800505117158074441362909279855212154e-37,1.868464915815699200770084611571835432867843800505117158074441362909279855212154e-37,1.868464915815699200770084611571835432867843800505117158074441362909279855212154e-37,1.868464915815699200770084611571835432867843800505117158074441362909279855212154e-37,1.868464915815699200770084611571835432867843800505117158074441362909279855212154e-37,32
0.6,6.689209577247459827888534250888048771077620813230169005692005157470703125e-11,1.920409368330065067906171918276741223249160536471367170287112357780429025661686e-37,1.920409368330065067906171918276741223249160536471367170287112357780429025661686e-37,1.920409368330065067906171918276741223249160536471367170287112357780429025661686e-37,1.920409368330065067906171918276741223249160536471367170287112357780429025661686e-37,1.920409368330065067906171918276741223249160536471367170287112357780429025661686e-37,1.920409368330065067906171918276741223249160536471367170287112357780429025661686e-37,1.920409368330065067906171918276741223249160536471367170287112357780429025661686e-37,1.920409368330065067906171918276741223249160536471367170287112357780429025661686e-37,1.920409368330065067906171918276741223249160536471367170287112357780429025661686e-37,32
0.65,1.936710844091928273848270443746664819240077548556655528955161571502685546875e-10,1.15305205144867924088271937921434710552405088571672317562740945799505816804619e-37,1.15305205144867924088271937921434710552405088571672317562740945799505816804619e-37,1.15305205144867924088271937921434710552405088571672317562740945799505816804619e-37,1.15305205144867924088271937921434710552405088571672317562740945799505816804619e-37,1.15305205144867924088271937921434710552405088571672317562740945799505816804619e-37,1.15305205144867924088271937921434710552405088571672317562740945799505816804619e-37,1.15305205144867924088271937921434710552405088571672317562740945799505816804619e-37,1.15305205144867924088271937921434710552405088571672317562740945799505816804619e-37,1.15305205144867924088271937921434710552405088571672317562740945799505816804619e-37,32
0.7000000000000001,4.592784491398605954041875365652901341828595604965812526643276214599609375e-10,4.176936960285565505804700343847000163985982617830714130433306115442563869329251e-37,4.176936960285565505804700343847000163985982617830714130433306115442563869329251e-37,4.176936960285565505804700343847000163985982617830714130433306115442563869329251e-37,4.176936960285565505804700343847000163985982617830714130433306115442563869329251e-37,4.176936960285565505804700343847000163985982617830714130433306115442563869329251e-37,4.176936960285565505804700343847000163985982617830714130433306115442563869329251e-37,4.176936960285565505804700343847000163985982617830714130433306115442563869329251e-37,4.176936960285565505804700343847000163985982617830714130433306115442563869329251e-37,4.176936960285565505804700343847000163985982617830714130433306115442563869329251e-37,32
0.7500000000000001,9.773705465907865580681925353890952823388005299420910887420177459716796875e-10,4.997572906547669627401873045411550948612641067489025058384591762705450148619335e-38,4.997572906547669627401873045411550948612641067489025058384591762705450148619335e-38,4.997572906547669627401873045411550948612641067489025058384591762705450148619335e-38,4.997572906547669627401873045411550948612641067489025058384591762705450148619335e-38,4.997572906547669627401873045411550948612641067489025058384591762705450148619335e-38,4.997572906547669627401873045411550948612641067489025058384591762705450148619335e-38,4.997572906547669627401873045411550948612641067489025058384591762705450148619335e-38,4.997572906547669627401873045411550948612641067489025058384591762705450148619335e-38,4.997572906547669627401873045411550948612641067489025058384591762705450148619335e-38,32
0.8000000000000002,1.890708518374470984593606481143947262157922750702709890902042388916015625e-09,2.8171431669137330340087315619495772092297853966138112531209932372571439063088e-37,2.8171431669137330340087315619495772092297853966138112531209932372571439063088e-37,2.8171431669137330340087315619495772092297853966138112531209932372571439063088e-37,2.8171431669137330340087315619495772092297853966138112531209932372571439063088e-37,2.8171431669137330340087315619495772092297853966138112531209932372571439063088e-37,2.8171431669137330340087315619495772092297853966138112531209932372571439063088e-37,2.8171431669137330340087315619495772092297853966138112531209932372571439063088e-37,2.8171431669137330340087315619495772092297853966138112531209932372571439063088e-37,2.8171431669137330340087315619495772092297853966138112531209932372571439063088e-37,32
0.8500000000000002,3.34556754104472359136860401367108419634632809902541339397430419921875e-09,4.41969804697350951104072501065668585417929049569589081154962455006058010729169e-37,4.41969804697350951104072501065668585417929049569589081154962455006058010729169e-37,4.41969804697350951104072501065668585417929049569589081154962455006058010729169e-37,4.41969804697350951104072501065668585417929049569589081154962455006058010729169e-37,4.41969804697350951104072501065668585417929049569589081154962455006058010729169e-37,4.41969804697350951104072501065668585417929049569589081154962455006058010729169e-37,4.41969804697350951104072501065668585417929049569589081154962455006058010729169e-37,4.41969804697350951104072501065668585417929049569589081154962455006058010729169e-37,4.41969804697350951104072501065668585417929049569589081154962455006058010729169e-37,32
0.9000000000000002,5.49081305176935517622947019867989115748940776029485277831554412841796875e-09,6.041053731642836416363307827939826018359195858859938484577403251817996838701729e-38,6.041053731642836416363307827939826018359195858859938484577403251817996838701729e-38,6.041053731642836416363307827939826018359195858859938484577403251817996838701729e-38,6.041053731642836416363307827939826018359195858859938484577403251817996838701729e-38,6.041053731642836416363307827939826018359195858859938484577403251817996838701729e-38,6.041053731642836416363307827939826018359195858859938484577403251817996838701729e-38,6.041053731642836416363307827939826018359195858859938484577403251817996838701729e-38,6.041053731642836416363307827939826018359195858859938484577403251817996838701729e-38,6.041053731642836416363307827939826018359195858859938484577403251817996838701729e-38,32
0.9500000000000003,8.4876450366665547540222271625555416907360495315515436232089996337890625e-09,2.861798537754918759040438390798919148666398410913434921856232160720070988088954e-37,2.861798537754918759040438390798919148666398410913434921856232160720070988088954e-37,2.861798537754918759040438390798919148666398410913434921856232160720070988088954e-37,2.861798537754918759040438390798919148666398410913434921856232160720070988088954e-37,2.861798537754918759040438390798919148666398410913434921856232160720070988088954e-37,2.861798537754918759040438390798919148666398410913434921856232160720070988088954e-37,2.861798537754918759040438390798919148666398410913434921856232160720070988088954e-37,2.861798537754918759040438390798919148666398410913434921856232160720070988088954e-37,2.861798537754918759040438390798919148666398410913434921856232160720070988088954e-37,32
1.0000000000000002,1.25236662344870040020227658730291031563552905936376191675662994384765625e-08,1.880583457039057573594541674859278145493857504408942399027114488200751007954875e-38,1.880583457039057573594541674859278145493857504408942399027114488200751007954875e-38,1.880583457039057573594541674859278145493857504408942399027114488200751007954875e-38,1.880583457039057573594541674859278145493857504408942399027114488200751007954875e-38,1.880583457039057573594541674859278145493857504408942399027114488200751007954875e-38,1.880583457039057573594541674859278145493857504408942399027114488200751007954875e-38,1.880583457039057573594541674859278145493857504408942399027114488200751007954875e-38,1.880583457039057573594541674859278145493857504408942399027114488200751007954875e-38,1.880583457039057573594541674859278145493857504408942399027114488200751007954875e-38,32
1.05,1.782202214904500872020607997979479986128126256517134606838226318359375e-08,8.70917042887865106614926218683643611583459038449595631137664018686395930454991e-38,8.70917042887865106614926218683643611583459038449595631137664018686395930454991e-38,8.70917042887865106614926218683643611583459038449595631137664018686395930454991e-38,8.70917042887865106614926218683643611583459038449595631137664018686395930454991e-38,8.70917042887865106614926218683643611583459038449595631137664018686395930454991e-38,8.70917042887865106614926218683643611583459038449595631137664018686395930454991e-38,8.70917042887865106614926218683643611583459038449595631137664018686395930454991e-38,8.70917042887865106614926218683643611583459038449595631137664018686395930454991e-38,8.70917042887865106614926218683643611583459038449595631137664018686395930454991e-38,32
1.1,2.4635527413219806597216313885471972167096055272850207984447479248046875e-08,1.286623331489465236785859658154251945196184171365397502263957768637251747971982e-37,1.286623331489465236785859658154251945196184171365397502263957768637251747971982e-37,1.286623331489465236785859658154251945196184171365397502263957768637251747971982e-37,1.286623331489465236785859658154251945196184171365397502263957768637251747971982e-37,1.286623331489465236785859658154251945196184171365397502263957768637251747971982e-37,1.286623331489465236785859658154251945196184171365397502263957768637251747971982e-37,1.286623331489465236785859658154251945196184171365397502263957768637251747971982e-37,1.286623331489465236785859658154251945196184171365397502263957768637251747971982e-37,1.286623331489465236785859658154251945196184171365397502263957768637251747971982e-37,32
1.1500000000000001,3.322246766211536269549340662232683740739958011545240879058837890625e-08,4.607159043418492790927813802554102978336857620047572711970047013315159994848179e-37,4.607159043418492790927813802554102978336857620047572711970047013315159994848179e-37,4.607159043418492790927813802554102978336857620047572711970047013315159994848179e-37,4.607159043418492790927813802554102978336857620047572711970047013315159994848179e-37,4.607159043418492790927813802554102978336857620047572711970047013315159994848179e-37,4.607159043418492790927813802554102978336857620047572711970047013315159994848179e-37,4.607159043418492790927813802554102978336857620047572711970047013315159994848179e-37,4.607159043418492790927813802554102978336857620047572711970047013315159994848179e-37,4.607159043418492790927813802554102978336857620047572711970047013315159994848179e-37,32
1.2000000000000002,4.381720739670571464553476960339384316256428064662031829357147216796875e-08,3.982827010122645359976782673429053110249904516124511198113875720835216600868541e-38,3.982827010122645359976782673429053110249904516124511198113875720835216600868541e-38,3.982827010122645359976782673429053110249904516124511198113875720835216600868541e-38,3.982827010122645359976782673429053110249904516124511198113875720835216600868541e-38,3.982827010122645359976782673429053110249904516124511198113875720835216600868541e-38,3.982827010122645359976782673429053110249904516124511198113875720835216600868541e-38,3.982827010122645359976782673429053110249904516124511198113875720835216600868541e-38,3.982827010122645359976782673429053110249904516124511198113875720835216600868541e-38,3.982827010122645359976782673429053110249904516124511198113875720835216600868541e-38,32
1.2500000000000002,5.66113293463043040235221112048413782957823059405200183391571044921875e-08,4.749868276834693026525270425336569556191733426572934860995371398179835549256893e-38,4.749868276834693026525270425336569556191733426572934860995371398179835549256893e-38,4.749868276834693026525270425336569556191733426572934860995371398179835549256893e-38,4.749868276834693026525270425336569556191733426572934860995371398179835549256893e-38,4.749868276834693026525270425336569556191733426572934860995371398179835549256893e-38,4.749868276834693026525270425336569556191733426572934860995371398179835549256893e-38,4.749868276834693026525270425336569556191733426572934860995371398179835549256893e-38,4.749868276834693026525270425336569556191733426572934860995371398179835549256893e-38,4.749868276834693026525270425336569556191733426572934860995371398179835549256893e-38,32
1.3000000000000003,7.17502214189731459646087209647280502622379572130739688873291015625e-08,1.473591594436348869639812169683731974411260037962100079478060536104814133264957e-38,1.473591594436348869639812169683731974411260037962100079478060536104814133264957e-38,1.473591594436348869639812169683731974411260037962100079478060536104814133264957e-38,1.473591594436348869639812169683731974411260037962100079478060536104814133264957e-38,1.473591594436348869639812169683731974411260037962100079478060536104814133264957e-38,1.473591594436348869639812169683731974411260037962100079478060536104814133264957e-38,1.473591594436348869639812169683731974411260037962100079478060536104814133264957e-38,1.473591594436348869639812169683731974411260037962100079478060536104814133264957e-38,1.473591594436348869639812169683731974411260037962100079478060536104814133264957e-38,32
1.3500000000000003,8.93386867145142879236699245092123700118236229172907769680023193359375e-08,1.484407223743610036016001785824315573103896006660047255349676348675484873915661e-37,1.484407223743610036016001785824315573103896006660047255349676348675484873915661e-37,1.484407223743610036016001785824315573103896006660047255349676348675484873915661e-37,1.484407223743610036016001785824315573103896006660047255349676348675484873915661e-37,1.484407223743610036016001785824315573103896006660047255349676348675484873915661e-37,1.484407223743610036016001785824315573103896006660047255349676348675484873915661e-37,1.484407223743610036016001785824315573103896006660047255349676348675484873915661e-37,1.484407223743610036016001785824315573103896006660047255349676348675484873915661e-37,1.484407223743610036016001785824315573103896006660047255349676348675484873915661e-37,32
1.4000000000000004,1.094448458135407799920424637245275345520667542587034404277801513671875e-07,3.570611419559806349763394697901713732363236612846591918922414164634618958761463e-37,3.570611419559806349763394697901713732363236612846591918922414164634618958761463e-37,3.570611419559806349763394697901713732363236612846591918922414164634618958761463e-37,3.570611419559806349763394697901713732363236612846591918922414164634618958761463e-37,3.570611419559806349763394697901713732363236612846591918922414164634618958761463e-37,3.570611419559806349763394697901713732363236612846591918922414164634618958761463e-37,3.570611419559806349763394697901713732363236612846591918922414164634618958761463e-37,3.570611419559806349763394697901713732363236612846591918922414164634618958761463e-37,3.570611419559806349763394697901713732363236612846591918922414164634618958761463e-37,32
1.4500000000000004,1.320967580937339006335565390337638547180176828987896442413330078125e-07,6.465632127151174338070842808219056094268388141622106680212982805509881156299354e-38,6.465632127151174338070842808219056094268388141622106680212982805509881156299354e-38,6.465632127151174338070842808219056094268388141622106680212982805509881156299354e-38,6.465632127151174338070842808219056094268388141622106680212982805509881156299354e-38,6.465632127151174338070842808219056094268388141622106680212982805509881156299354e-38,6.465632127151174338070842808219056094268388141622106680212982805509881156299354e-38,6.465632127151174338070842808219056094268388141622106680212982805509881156299354e-38,6.465632127151174338070842808219056094268388141622106680212982805509881156299354e-38,6.465632127151174338070842808219056094268388141622106680212982805509881156299354e-38,32
1.5000000000000004,1.57274466969534192870242158245053243348365867859683930873870849609375e-07,1.86636482057051377535233585969035415727573805669791392359496701859258997609412e-37,1.86636482057051377535233585969035415727573805669791392359496701859258997609412e-37,1.86636482057051377535233585969035415727573805669791392359496701859258997609412e-37,1.86636482057051377535233585969035415727573805669791392359496701859258997609412e-37,1.86636482057051377535233585969035415727573805669791392359496701859258997609412e-37,1.86636482057051377535233585969035415727573805669791392359496701859258997609412e-37,1.86636482057051377535233585969035415727573805669791392359496701859258997609412e-37,1.86636482057051377535233585969035415727573805669791392359496701859258997609412e-37,1.86636482057051377535233585969035415727573805669791392359496701859258997609412e-37,32
1.5500000000000005,1.84904716994532037862260047920981431701648034504614770412445068359375e-07,7.790145408472155087519880585279806271541452110698220104431915314139550610619287e-38,7.790145408472155087519880585279806271541452110698220104431915314139550610619287e-38,7.790145408472155087519880585279806271541452110698220104431915314139550610619287e-38,7.790145408472155087519880585279806271541452110698220104431915314139550610619287e-38,7.790145408472155087519880585279806271541452110698220104431915314139550610619287e-38,7.790145408472155087519880585279806271541452110698220104431915314139550610619287e-38,7.790145408472155087519880585279806271541452110698220104431915314139550610619287e-38,7.790145408472155087519880585279806271541452110698220104431915314139550610619287e-38,7.790145408472155087519880585279806271541452110698220104431915314139550610619287e-38,32
1.6000000000000005,2.14865657525384321568925958916007612486964717390947043895721435546875e-07,2.072000546322360280687707659274706313005093939511985348122419764932189581890319e-37,2.072000546322360280687707659274706313005093939511985348122419764932189581890319e-37,2.072000546322360280687707659274706313005093939511985348122419764932189581890319e-37,2.072000546322360280687707659274706313005093939511985348122419764932189581890319e-37,2.072000546322360280687707659274706313005093939511985348122419764932189581890319e-37,2.072000546322360280687707659274706313005093939511985348122419764932189581890319e-37,2.072000546322360280687707659274706313005093939511985348122419764932189581890319e-37,2.072000546322360280687707659274706313005093939511985348122419764932189581890319e-37,2.072000546322360280687707659274706313005093939511985348122419764932189581890319e-37,32
1.6500000000000006,2.4700238577803528198018382343315035853947847499512135982513427734375e-07,1.341090168437003924394115595249923627078357373672039218265958560542554192722717e-37,1.341090168437003924394115595249923627078357373672039218265958560542554192722717e-37,1.341090168437003924394115595249923627078357373672039218265958560542554192722717e-37,1.341090168437003924394115595249923627078357373672039218265958560542554192722717e-37,1.341090168437003924394115595249923627078357373672039218265958560542554192722717e-37,1.341090168437003924394115595249923627078357373672039218265958560542554192722717e-37,1.341090168437003924394115595249923627078357373672039218265958560542554192722717e-37,1.341090168437003924394115595249923627078357373672039218265958560542554192722717e-37,1.341090168437003924394115595249923627078357373672039218265958560542554192722717e-37,32
1.7000000000000006,2.8114800802979996893784489682410754340935454820282757282257080078125e-07,3.104854545917044823417343256250421999467779088816278762831899443121743697622303e-37,3.104854545917044823417343256250421999467779088816278762831899443121743697622303e-37,3.104854545917044823417343256250421999467779088816278762831899443121743697622303e-37,3.104854545917044823417343256250421999467779088816278762831899443121743697622303e-37,3.104854545917044823417343256250421999467779088816278762831899443121743697622303e-37,3.104854545917044823417343256250421999467779088816278762831899443121743697622303e-37,3.104854545917044823417343256250421999467779088816278762831899443121743697622303e-37,3.104854545917044823417343256250421999467779088816278762831899443121743697622303e-37,3.104854545917044823417343256250421999467779088816278762831899443121743697622303e-37,32
