times,C_5,C_10,C_20,C_30,C_40,C_50,SvN,chi
5.4499999999999895,1.2464933841627556884988135715874348063980647793869138695299625396728515625e-09,5.464212021400475130232083347686674629896970397093483877914060588963615901905647e-39,5.464212021400475130232083347686674629896970397093483877914060588963615901905647e-39,5.464212021400475130232083347686674629896970397093483877914060588963615901905647e-39,5.464212021400475130232083347686674629896970397093483877914060588963615901905647e-39,5.464212021400475130232083347686674629896970397093483877914060588963615901905647e-39,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00019453880327152594, 0.0001940286124735291, 0.0273377543605522, 0.026770351339118648, 0.2095746523822574, 0.19635671967183255, 0.7671479997250963, 0.6551027909915246, 1.7335273655751076, 1.3353869304195403, 2.441988416917883, 1.8872407472096349, 2.442014292432355, 1.3353725805589076, 1.7334747795553789, 0.6549604503515147, 0.7669954119430368, 0.19630846747688868, 0.2095180284072671, 0.02667062767583106, 0.02723232164627234, 0.000219714600225851, 0.00022027975112422798, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]",32
5.499999999999989,1.359846416216287477167225692070533227262529862855444662272930145263671875e-09,1.207866363217978992424170868861272968471645658787587773144538797400741178211196e-37,1.207866363217978992424170868861272968471645658787587773144538797400741178211196e-37,1.207866363217978992424170868861272968471645658787587773144538797400741178211196e-37,1.207866363217978992424170868861272968471645658787587773144538797400741178211196e-37,1.207866363217978992424170868861272968471645658787587773144538797400741178211196e-37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00028908295213690065, 0.00028828703347216766, 0.029581381803156746, 0.02894531013271129, 0.21772995576763998, 0.20378307753942826, 0.786041980869815, 0.6704806791262545, 1.7511698793263482, 1.3496145779666233, 2.4508054741134355, 1.8990327468138943, 2.450830511117599, 1.3495975802453404, 1.7511155601782766, 0.6703357310141214, 0.7858871697670231, 0.20373526823800536, 0.21767399598591225, 0.028848369073655844, 0.02947827391551267, 0.0003176961930577704, 0.00031855891976177286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0]",32
5.549999999999989,1.47883860497065754925633871796723795011274660282651893794536590576171875e-09,2.935635223943708291237723286370592870770037537379037549509993691738927849289992e-38,2.935635223943708291237723286370592870770037537379037549509993691738927849289992e-38,2.935635223943708291237723286370592870770037537379037549509993691738927849289992e-38,2.935635223943708291237723286370592870770037537379037549509993691738927849289992e-38,2.935635223943708291237723286370592870770037537379037549509993691738927849289992e-38,"[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00040678193279551877, 0.00040560003667322597, 0.0319303401852292, 0.03121999445926571, 0.2260104404045826, 0.21130228385628436, 0.8051178573663978, 0.6860441260974988, 1.7688784741051313, 1.3638507438549214, 2.4595513236203117, 1.910483729365632, 2.459575653180491, 1.3638312766320726, 1.7688227851161835, 0.6858968004561967, 0.8049612353113891, 0.2112551163134726, 0.2259553379674923, 0.031125927346531856, 0.031829630177607475, 0.00043841892505147584, 0.0004396800051768973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, -1.1102230246251565e-16, 0.0]",32
5.599999999999989,1.6033994304040082556681930898230710458296499609787133522331714630126953125e-09,6.198895990664422441034607279466800296327731362754438972000527191597305637383281e-38,6.198895990664422441034607279466800296327731362754438972000527191597305637383281e-38,6.198895990664422441034607279466800296327731362754438972000527191597305637383281e-38,6.198895990664422441034607279466800296327731362754438972000527191597305637383281e-38,6.198895990664422441034607279466800296327731362754438972000527191597305637383281e-38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005497675823839441, 0.0005480784075952982, 0.03438473253119725, 0.033594301745596855, 0.23442043043942712, 0.21891738595521293, 0.824349872147354, 0.7017755452228192, 1.7866829684948264, 1.3781413833236433, 2.4683003046327614, 1.92164780244766, 2.46832404646709, 1.3781196476755477, 1.786626278523387, 0.7016260884713088, 0.8241918536398456, 0.21887104306424243, 0.23436635281998025, 0.03350315674206472, 0.0342864503086065, 0.000583980367864001, 0.0005857614763481779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0]",32
5.649999999999989,1.73343870155553936552923725432535928536736946625751443207263946533203125e-09,-0.0,-0.0,-0.0,-0.0,-0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007201859913119387, 0.0007178451023825971, 0.03694447889114514, 0.036067949331100246, 0.24296511696489773, 0.22663236371429685, 0.8437109951885634, 0.7176554138889375, 1.8046084936398712, 1.3925298587831634, 2.4771239105544653, 1.9325773805504811, 2.4771471709873385, 1.3925060734795562, 1.8045511708824449, 0.7175040871795206, 0.8435519965871864, 0.22658701495441846, 0.2429122187633098, 0.035979729305216424, 0.03684861083343656, 0.0007564884128301586, 0.0007589341783281185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
5.699999999999989,1.868847362291552140357529584601022076828513718282920308411121368408203125e-09,1.253554522556582647916572647306971113978955019020506238949645476860087509044975e-38,1.253554522556582647916572647306971113978955019020506238949645476860087509044975e-38,1.253554522556582647916572647306971113978955019020506238949645476860087509044975e-38,1.253554522556582647916572647306971113978955019020506238949645476860087509044975e-38,1.253554522556582647916572647306971113978955019020506238949645476860087509044975e-38,"[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0009201773610076694, 0.0009170128826967439, 0.03960933642292502, 0.03864049330085306, 0.25165049800904227, 0.23445207253821776, 0.8631733992421287, 0.7336624940278467, 1.8226750923953305, 1.4070559901276556, 2.4860893112610607, 1.9433220155198034, 2.486112182260108, 1.407030386482269, 1.8226174980064906, 0.7335095683365918, 0.8630138303385977, 0.23440786793180646, 0.251598906270522, 0.038555154722564655, 0.03951582335227719, 0.0009580485728817312, 0.0009613371926574332, 0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
5.7499999999999885,2.009498094651205678742225877700562641781090178483282215893268585205078125e-09,1.492326812567352946403030857979486721477056740864903030533639694783015868303438e-39,1.492326812567352946403030857979486721477056740864903030533639694783015868303438e-39,1.492326812567352946403030857979486721477056740864903030533639694783015868303438e-39,1.492326812567352946403030857979486721477056740864903030533639694783015868303438e-39,1.492326812567352946403030857979486721477056740864903030533639694783015868303438e-39,"[0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011518864185175797, 0.0011476846395102047, 0.04237891303501598, 0.041311337934915704, 0.2604832897602591, 0.24238216093734266, 0.882708964322718, 0.7497740854534123, 1.84089739503623, 1.4217552013456496, 2.4952579951210647, 1.9539273390516563, 2.495280554399706, 1.421728019709164, 1.840839878461995, 0.7496198379213503, 0.8825492188834063, 0.2423392268575646, 0.26043310382006857, 0.041228801102167534, 0.04228766760476698, 0.0011907650680507142, 0.0011951132260170343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
5.799999999999988,2.1552499269998918900436771770891264399239162230514921247959136962890625e-09,2.865267480129330498893012268416883071094755959346203438515848093709556456139145e-38,2.865267480129330498893012268416883071094755959346203438515848093709556456139145e-38,2.865267480129330498893012268416883071094755959346203438515848093709556456139145e-38,2.865267480129330498893012268416883071094755959346203438515848093709556456139145e-38,2.865267480129330498893012268416883071094755959346203438515848093709556456139145e-38,"[0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16, 0.0014174244545918538, 0.0014119347810714888, 0.04525270587720836, 0.044079759616639125, 0.26947083364650753, 0.2504289750925688, 0.9022897732073238, 0.7659663070320459, 1.8592843804262231, 1.4366577878065492, 2.504684560523084, 1.9644341444493727, 2.504706870706614, 1.4366292711523982, 1.859227272306605, 0.7658110143909138, 0.9021302252159042, 0.2503874138288471, 0.2694221239468942, 0.04399990134563292, 0.045163597228003255, 0.0014567020138258613, 0.0014623626999849715, -4.440892098500626e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0]",32
5.849999999999988,2.30594951583427233608340617952194018247524809339665807783603668212890625e-09,1.625488281996442617527767453290769122476272873390586679510328459527490494171532e-38,1.625488281996442617527767453290769122476272873390586679510328459527490494171532e-38,1.625488281996442617527767453290769122476272873390586679510328459527490494171532e-38,1.625488281996442617527767453290769122476272873390586679510328459527490494171532e-38,1.625488281996442617527767453290769122476272873390586679510328459527490494171532e-38,"[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-15, 0.0017188473306328797, 0.001711777986783014, 0.04823009123228531, 0.046944915319899305, 0.2786209563737438, 0.2585994333026347, 0.9218886088612217, 0.7822144128506938, 1.8778392200555483, 1.451788319148298, 2.514415680036889, 1.974877632230024, 2.5144377899364483, 1.4517587102057976, 1.8777828290970764, 0.7820583527845126, 0.9217296077860344, 0.258559313294481, 0.27857375537727, 0.04686757794002627, 0.04814295562677202, 0.0017578660352002284, 0.0017651347545575584, -1.9984014443252818e-15, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]",32
5.899999999999988,2.4614339465011433301750307859993849302071566853555850684642791748046875e-09,2.858379817917476981831148433713399380738057291659056339449382587541990789482196e-38,2.858379817917476981831148433713399380738057291659056339449382587541990789482196e-38,2.858379817917476981831148433713399380738057291659056339449382587541990789482196e-38,2.858379817917476981831148433713399380738057291659056339449382587541990789482196e-38,2.858379817917476981831148433713399380738057291659056339449382587541990789482196e-38,"[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.107825191113079e-15, 0.0020581359397863113, 0.002049149059116573, 0.05131037232089845, 0.04990587219027187, 0.28794184798468075, 0.26690089937627737, 0.9414794391380645, 0.7984931464036225, 1.8965592222487653, 1.4671652008706717, 2.524489263567529, 1.9852868391052252, 2.524511208568364, 1.467134737360622, 1.8965038291220355, 0.7983365899508543, 0.9413213088008456, 0.2668622648180732, 0.28789615507975547, 0.04983086930575453, 0.051225020215972854, 0.002096196058355204, 0.0021054148477401492, -6.439293542825908e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
5.949999999999988,2.621534137742496288314661919186497607281438604331924580037593841552734375e-09,8.265194654219191095817891781401466468853691740547962207406700745112115019290798e-40,8.265194654219191095817891781401466468853691740547962207406700745112115019290798e-40,8.265194654219191095817891781401466468853691740547962207406700745112115019290798e-40,8.265194654219191095817891781401466468853691740547962207406700745112115019290798e-40,8.265194654219191095817891781401466468853691740547962207406700745112115019290798e-40,"[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.199040866595169e-14, 0.002437187720006603, 0.002425895437308645, 0.05449280288410069, 0.05296163547886623, 0.2974418879405768, 0.2753410263903373, 0.961037872177138, 0.8147771176023264, 1.9154358672398, 1.4828003945245016, 2.534933833456804, 1.9956842613303198, 2.534955636497789, 1.482769305440513, 1.915381721457996, 0.8146203299903685, 0.9608809058013086, 0.2753038930499341, 0.2973976729257793, 0.052888758472561914, 0.05440902746377604, 0.002473538318690016, 0.002485099813533859, -1.7319479184152442e-14, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0]",32
5.999999999999988,2.78607704739804946103969119177747038040848792661563493311405181884765625e-09,1.414266640833067007134494625814343946831461330348537851734349801444177958390593e-38,1.414266640833067007134494625814343946831461330348537851734349801444177958390593e-38,1.414266640833067007134494625814343946831461330348537851734349801444177958390593e-38,1.414266640833067007134494625814343946831461330348537851734349801444177958390593e-38,1.414266640833067007134494625814343946831461330348537851734349801444177958390593e-38,"[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.008704396734174e-14, 0.0028578073350768473, 0.002843765389533015, 0.05777660902424345, 0.05611117340585192, 0.30712949901711023, 0.2839276207815351, 0.9805415828754723, 0.8310412130559495, 1.9344549546881247, 1.498699311003063, 2.545768131831459, 2.006085681906646, 2.545789803704539, 1.4986678120985513, 1.9344022679578405, 0.8308844466637373, 0.9803860378899504, 0.28389197425992374, 0.3070866985844928, 0.05604018428060242, 0.057694178441757664, 0.0028916520008794855, 0.0029060060638233694, -4.063416270128073e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
6.049999999999987,2.954889543020049585710500389076384186726187408567056991159915924072265625e-09,2.431918732633800594929914264250286761328608925440098935548127267258701391655129e-38,2.431918732633800594929914264250286761328608925440098935548127267258701391655129e-38,2.431918732633800594929914264250286761328608925440098935548127267258701391655129e-38,2.431918732633800594929914264250286761328608925440098935548127267258701391655129e-38,2.431918732633800594929914264250286761328608925440098935548127267258701391655129e-38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.639932965095795e-14, 0.0033217048942143393, 0.0033043981341911444, 0.06116101369580399, 0.059353435303956203, 0.31701299198378624, 0.29266849044598975, 0.9999706815934815, 0.8472610122061717, 1.9535968502092365, 1.5148608652805553, 2.5570009639328806, 2.0165001982093798, 2.5570225046867985, 1.5148291569493768, 1.9535457948757553, 0.8471045007622213, 0.9998167774236538, 0.29263428606486785, 0.3169715097508185, 0.05928408378895944, 0.061079688818313105, 0.003352189524179927, 0.003369858823317928, -7.37188088351104e-14, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]",32
6.099999999999987,3.12780098282856283614446839236832020869627513093291781842708587646484375e-09,3.070175430931845779564603459528723611089057375754346805110020041484946611290685e-38,3.070175430931845779564603459528723611089057375754346805110020041484946611290685e-38,3.070175430931845779564603459528723611089057375754346805110020041484946611290685e-38,3.070175430931845779564603459528723611089057375754346805110020041484946611290685e-38,3.070175430931845779564603459528723611089057375754346805110020041484946611290685e-38,"[0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, -8.72635297355373e-14, 0.0038304730334137536, 0.003809316828616849, 0.06464529688751236, 0.06268740544125073, 0.32710036526481057, 0.3015712805533468, 1.0193080353972455, 0.8634132183247074, 1.97283685093873, 1.5312776951790497, 2.5686312872985892, 2.0269304455551675, 2.568652686681335, 1.5312459592786882, 1.972787556446391, 0.8632571756094707, 1.0191559526834868, 0.3015384434565618, 0.32706007298761464, 0.06261942943908383, 0.06456483149427947, 0.0038566877324617277, 0.0038782652884517313, -1.1191048088221578e-13, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0]",32
6.149999999999987,3.304646995760650591498689323936323314345742119257920421659946441650390625e-09,0.0,0.0,0.0,0.0,0.0,"[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.2034817586936697e-13, 0.004385579541499113, 0.004359914339024051, 0.06822879774883037, 0.0661121021864508, 0.33739913769617474, 0.3106433187001074, 1.0385395388826184, 0.8794760960866483, 1.9921456619741993, 1.5479365284007462, 2.5806485439329214, 2.0373730046911454, 2.5806697821249096, 1.5479049262432967, 1.992098213105888, 0.8793207132201877, 1.0383894187527107, 0.3106117494900087, 0.3373598811186124, 0.06604523360862302, 0.06814894508158219, 0.004406558637593205, 0.004432713355257135, -1.5276668818842154e-13, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0]",32
6.199999999999987,3.485273974569190198911307053430443103625435696812928654253482818603515625e-09,-0.0,-0.0,-0.0,-0.0,-0.0,"[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.5343282200319663e-13, 0.00498837156827051, 0.004957457189105341, 0.07191094596010501, 0.0696266234275773, 0.34791618123677776, 0.31989147404021145, 1.0576543144944661, 0.8954298926763717, 2.011489982310781, 1.564818682949281, 2.5930332277994497, 2.04781897536104, 2.593054275696254, 1.564787353142727, 2.011444417460982, 0.8952753353294982, 1.0575062579399805, 0.3198610472460519, 0.3478777803840359, 0.06956059503016432, 0.07183146556665827, 0.0050030914540557525, 0.005034573732588133, -1.9340085088970227e-13, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, -1.1102230246251565e-16, 0.0]",32
6.249999999999987,3.669542459955236216431938303336214579619678488597855903208255767822265625e-09,1.656052283061525111673813983741746414845910403704852652497557518315715146816043e-38,1.656052283061525111673813983741746414845910403704852652497557518315715146816043e-38,1.656052283061525111673813983741746414845910403704852652497557518315715146816043e-38,1.656052283061525111673813983741746414845910403704852652497557518315715146816043e-38,1.656052283061525111673813983741746414845910403704852652497557518315715146816043e-38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, -1.8496315590255108e-13, 0.005640074006633061, 0.005603085679982467, 0.07569131019090443, 0.07323018558664396, 0.35865756126642306, 0.32932201668455674, 1.0766448525227832, 0.9112572425364183, 2.030833197307955, 1.581900683203425, 2.6057576728874503, 2.0582546953957443, 2.605778492613891, 1.5818697403842283, 2.0307895081167207, 0.9111036491410913, 1.0764989211021352, 0.3292925834830369, 0.35861981345126437, 0.07316473531233258, 0.07561197240774793, 0.005647451760259825, 0.005685097249213681, -2.320366121466577e-13, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
6.2999999999999865,3.8573312514363196641773053052748565505680744536221027374267578125e-09,3.12240686937170837087687122537356946302935056737816875028830559566524837992672e-39,3.12240686937170837087687122537356946302935056737816875028830559566524837992672e-39,3.12240686937170837087687122537356946302935056737816875028830559566524837992672e-39,3.12240686937170837087687122537356946302935056737816875028830559566524837992672e-39,3.12240686937170837087687122537356946302935056737816875028830559566524837992672e-39,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.1360690993788012e-13, 0.006341783541115986, 0.006297805639003284, 0.07956962975793529, 0.0769221505270885, 0.3696283610581974, 0.3389404748487326, 1.0955070701029017, 0.9269435268668944, 2.0501361573956802, 1.5991549641960439, 2.6187870343700177, 2.068662577480967, 2.6188075797420005, 1.59912449822611, 2.0500942894379683, 0.9267910075584602, 1.0953632872146322, 0.33891186572092247, 0.36959104476967425, 0.07685702826224339, 0.07949022237322582, 0.006340672889430632, 0.006385408753454215, -2.666755705149626e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
6.349999999999986,4.0485407864998726755039140808543896010718299294239841401576995849609375e-09,2.295887403949783877918895948450688280151341256671639076087122614256634977122565e-39,2.295887403949783877918895948450688280151341256671639076087122614256634977122565e-39,2.295887403949783877918895948450688280151341256671639076087122614256634977122565e-39,2.295887403949783877918895948450688280151341256671639076087122614256634977122565e-39,2.295887403949783877918895948450688280151341256671639076087122614256634977122565e-39,"[0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, -2.3803181647963356e-13, 0.007094472497197106, 0.007042497656952973, 0.08354583343857554, 0.08070206036528416, 0.38083253969190806, 0.34875152031460255, 1.1142403154326332, 0.9424771981089353, 2.0693580445082973, 1.616550651370483, 2.632080438466996, 2.079022039846178, 2.632100655475725, 1.6165207267188997, 2.0693178983291833, 0.942325833556692, 1.1140986654985165, 0.34872354769627556, 0.3807954184477602, 0.08063703171921288, 0.08346616528105973, 0.007083665273861062, 0.007136510657489052, -2.9609648066752925e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
6.399999999999986,4.243098545134551256537415952173331046282100942335091531276702880859375e-09,1.597937633149046820132822510345509149872984120975154246504389027963561551725812e-38,1.597937633149046820132822510345509149872984120975154246504389027963561551725812e-38,1.597937633149046820132822510345509149872984120975154246504389027963561551725812e-38,1.597937633149046820132822510345509149872984120975154246504389027963561551725812e-38,1.597937633149046820132822510345509149872984120975154246504389027963561551725812e-38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.574607194105738e-13, 0.007898987774382023, 0.007837908090623236, 0.08762007541121837, 0.08456967017043415, 0.3922728153348055, 0.35875887273686624, 1.1328473011123832, 0.9578500420165148, 2.0884572943161492, 1.6340543835202026, 2.64559225706833, 2.089310497189368, 2.6456120846423294, 1.6340250393873186, 2.088418727989033, 0.9576998841167825, 1.1327077349903827, 0.35873133399734236, 0.39223564169590025, 0.08450452173203482, 0.08753998146974612, 0.00787720598894226, 0.007939280890885643, -3.191891195797325e-13, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]",32
6.449999999999986,4.44096109661662437063418348999997709025677750105387531220912933349609375e-09,1.232209944347983380121760319120564153702592885455211958062257294138611466437089e-38,1.232209944347983380121760319120564153702592885455211958062257294138611466437089e-38,1.232209944347983380121760319120564153702592885455211958062257294138611466437089e-38,1.232209944347983380121760319120564153702592885455211958062257294138611466437089e-38,1.232209944347983380121760319120564153702592885455211958062257294138611466437089e-38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, -2.7133850721838826e-13, 0.008756056557579899, 0.008684659113867843, 0.09179276310746655, 0.0885249749023691, 0.4039505489779441, 0.3689651911100382, 1.151333968492856, 0.9730573736649546, 2.1073925581154604, 1.6516311592571973, 2.6592734664327056, 2.0995043820070785, 2.6592928374849016, 1.6516024101556748, 2.107355390817282, 0.9729084461459481, 1.1511964050766765, 0.3689378732318793, 0.4039130699380423, 0.08845951875151603, 0.09171210847712917, 0.008721948489117226, 0.008794478069153261, -3.355093980417223e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
6.499999999999986,4.6421188251779841733968726504890034423311817590729333460330963134765625e-09,6.504536001315221281277200589878466378847669639706875897215785503613361129282566e-39,6.504536001315221281277200589878466378847669639706875897215785503613361129282566e-39,6.504536001315221281277200589878466378847669639706875897215785503613361129282566e-39,6.504536001315221281277200589878466378847669639706875897215785503613361129282566e-39,6.504536001315221281277200589878466378847669639706875897215785503613361129282566e-39,"[0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, -2.7977620220553945e-13, 0.009666294766601514, 0.009583257429319092, 0.09606457462009127, 0.09256822844254042, 0.415865659662415, 0.37937200687028994, 1.16970929148104, 0.988098159109897, 2.126123680951386, 1.66924518583544, 2.6730730450252076, 2.1095801656370523, 2.6730918876501173, 1.6692170221106246, 2.1260876962612056, 0.9879504586755288, 1.1695736225753164, 0.3793446878055069, 0.41582761828947784, 0.09250230511838398, 0.09598325732083846, 0.009618431193457289, 0.009702749688466938, -3.448352714485736e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
6.549999999999986,4.84659912062687593435989384031518933948490257535013370215892791748046875e-09,1.981637815534153459413919847979482486523783817878267949419201764356389944970068e-39,1.981637815534153459413919847979482486523783817878267949419201764356389944970068e-39,1.981637815534153459413919847979482486523783817878267949419201764356389944970068e-39,1.981637815534153459413919847979482486523783817878267949419201764356389944970068e-39,1.981637815534153459413919847979482486523783817878267949419201764356389944970068e-39,"[0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, -1.1102230246251565e-16, 0.0, -2.8266278206956486e-13, 0.010630214737256897, 0.010534102059664097, 0.10043648320744508, 0.09669997182161083, 0.4280165658933014, 0.38997967072267636, 1.187985031906739, 1.0029750553443222, 2.1446126658661244, 1.6868607076562552, 2.6869393636675576, 2.1195153484651, 2.6869576029261535, 1.6868330971582286, 2.14457761747909, 1.0028285539470483, 1.1878511240399794, 0.38995212428928494, 0.42797770782829175, 0.09663345404942736, 0.10035443697009988, 0.010567084428841245, 0.01066463909435971, -3.473887844052115e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
6.599999999999985,5.0544696958716120052102673400155896654695197867113165557384490966796875e-09,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.8066438062523957e-13, 0.011648236941410824, 0.011537496112620449, 0.10490978043271533, 0.10092106047617921, 0.4404001620149729, 0.4007872959276475, 1.2061754282695816, 1.0176943664908689, 2.162824600718802, 1.7044427985853536, 2.7008215265614703, 2.1292893923211755, 2.7008390865355265, 1.7044156879237145, 2.1627902171726707, 1.0175490131861302, 1.2060431260223696, 0.40075929289666257, 0.44036023108357997, 0.10085385469524377, 0.10482697569058608, 0.01156824161087755, 0.011680596440062042, -3.44058115331336e-13, 0.0, 0.0, 0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]",32
6.649999999999985,5.26584138473417388033070678644669004864198313953238539397716522216796875e-09,1.083658854664297601469572594956663076297904161458779324123732093018725462787118e-38,1.083658854664297601469572594956663076297904161458779324123732093018725462787118e-38,1.083658854664297601469572594956663076297904161458779324123732093018725462787118e-38,1.083658854664297601469572594956663076297904161458779324123732093018725462787118e-38,1.083658854664297601469572594956663076297904161458779324123732093018725462787118e-38,"[0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, -2.7422508708241367e-13, 0.01272069526771812, 0.012593652561338153, 0.10948607536485842, 0.10523266226040229, 0.4530118002285731, 0.4117927313105272, 1.2242968519943431, 1.0322659130115928, 2.180728514587231, 1.7219580982091451, 2.714670622868976, 2.1388845685513225, 2.7146874291861014, 1.7219314149922682, 2.1806945061346665, 1.032121637570957, 1.2241659830011011, 0.41176404711110415, 0.45297055650122026, 0.10516471392671578, 0.10940252318605807, 0.012622145215810843, 0.012750984449054675, -3.352873534367973e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
6.699999999999985,5.48087039720677199888084339565556823981040679427678696811199188232421875e-09,1.100189243972736802586919112334294111377522256636593489034659882164251436534574e-37,1.100189243972736802586919112334294111377522256636593489034659882164251436534574e-37,1.100189243972736802586919112334294111377522256636593489034659882164251436534574e-37,1.100189243972736802586919112334294111377522256636593489034659882164251436534574e-37,1.100189243972736802586919112334294111377522256636593489034659882164251436534574e-37,"[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.645661467681748e-13, 0.013847856137510745, 0.013702713091009233, 0.1141673131425413, 0.10963628356440713, 0.46584532172732307, 0.42299255798836377, 1.2423674172770451, 1.0467028212460363, 2.1982981456258885, 1.7393754832371275, 2.7284408598594814, 2.14828670094891, 2.7284568424392344, 1.7393491378770962, 2.1982642097310903, 1.046559536192584, 1.2422377948024894, 0.4229629724492394, 0.4658025383558565, 0.10956757396470529, 0.11408306263268367, 0.013728963569682007, 0.013876095116359479, -3.2240876635114546e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32
