Running on host bp1-compute199.data.bp.acrc.priv
Started on Wed Feb 28 13:22:25 GMT 2024
Directory is /user/home/pq20206/MF
Slurm job ID is 8006821
This jobs runs on the following machines:
bp1-compute199


After sweep 1: maxlinkdim=2 maxerr=2.52E-11 current_time=0.0 + 0.05im time=40.823
After sweep 2: maxlinkdim=3 maxerr=9.45E-12 current_time=0.0 + 0.1im time=2.096
After sweep 3: maxlinkdim=3 maxerr=7.57E-11 current_time=0.0 + 0.15im time=1.841
After sweep 4: maxlinkdim=4 maxerr=8.70E-11 current_time=0.0 + 0.2im time=1.849
After sweep 5: maxlinkdim=6 maxerr=6.80E-14 current_time=0.0 + 0.25im time=1.824
After sweep 6: maxlinkdim=6 maxerr=9.76E-14 current_time=0.0 + 0.3im time=1.85
After sweep 7: maxlinkdim=6 maxerr=2.33E-13 current_time=0.0 + 0.35im time=1.852
After sweep 8: maxlinkdim=6 maxerr=9.55E-13 current_time=0.0 + 0.4im time=1.809
After sweep 9: maxlinkdim=6 maxerr=3.23E-12 current_time=0.0 + 0.45im time=1.805
After sweep 10: maxlinkdim=6 maxerr=9.09E-12 current_time=0.0 + 0.5im time=1.801
After sweep 11: maxlinkdim=6 maxerr=2.23E-11 current_time=0.0 + 0.55im time=1.898
After sweep 12: maxlinkdim=6 maxerr=4.92E-11 current_time=0.0 + 0.6im time=2.075
After sweep 13: maxlinkdim=6 maxerr=9.06E-11 current_time=0.0 + 0.65im time=2.062
After sweep 14: maxlinkdim=6 maxerr=9.82E-11 current_time=0.0 + 0.7im time=2.063
After sweep 15: maxlinkdim=6 maxerr=8.69E-11 current_time=0.0 + 0.75im time=1.839
After sweep 16: maxlinkdim=8 maxerr=1.86E-11 current_time=0.0 + 0.8im time=2.049
After sweep 17: maxlinkdim=8 maxerr=3.57E-11 current_time=0.0 + 0.85im time=2.082
After sweep 18: maxlinkdim=8 maxerr=6.62E-11 current_time=0.0 + 0.9im time=2.117
After sweep 19: maxlinkdim=8 maxerr=4.43E-11 current_time=0.0 + 0.95im time=2.078
After sweep 20: maxlinkdim=8 maxerr=8.37E-11 current_time=0.0 + 1.0im time=2.089
After sweep 21: maxlinkdim=8 maxerr=6.59E-11 current_time=0.0 + 1.05im time=2.134
